"ID","Pokemon","Family","Shadow","Little_Rank","Great_Rank","Ultra_Rank","Master_Rank","Little_IVs","Great_IVs","Ultra_IVs","Master_IVs","Little_Level","Great_Level","Ultra_Level","Master_Level","Little_CP","Great_CP","Ultra_CP","Master_CP","Little_MoveSet","Great_MoveSet","Ultra_MoveSet","Master_MoveSet","Evo_Fam","Evo_Next","Previous_evols"
"33","Nidorino (Shadow)","Nidoran-m",TRUE,504,546,,,"0/14/15","8/15/15",,,14,49.5,,,495,1500,,,"Poison Sting, Ice Beam, Sludge Bomb","Poison Sting, Sludge Bomb, Ice Beam",,,"32;33;34","33;34","32;33"
"330","Flygon","Trapinch",FALSE,167,177,148,332,"0/8/6","0/15/9","0/13/15","15/15/15",7.5,21.5,41,50,498,1499,2497,3008,"Dragon Tail, Dragon Claw, Scorching Sands","Dragon Tail, Scorching Sands, Dragon Claw","Dragon Tail, Dragon Claw, Scorching Sands","Sand Attack, Dragon Claw, Scorching Sands","328;329;330","330","328;329;330"
"330","Flygon (Shadow)","Trapinch",TRUE,,187,135,303,,"0/15/9","0/13/15","15/15/15",,21.5,41,50,,1499,2497,3008,,"Dragon Tail, Dragon Claw, Scorching Sands","Dragon Tail, Dragon Claw, Scorching Sands","Sand Attack, Dragon Claw, Scorching Sands","328;329;330","330","328;329;330"
"331","Cacnea","Cacnea",FALSE,591,,,,"0/15/14",,,,15.5,,,,499,,,,"Sucker Punch, Trailblaze, Payback",,,,"331;332","331;332","331"
"331","Cacnea (Shadow)","Cacnea",TRUE,513,,,,"0/15/14",,,,15.5,,,,499,,,,"Sucker Punch, Trailblaze, Payback",,,,"331;332","331;332","331"
"332","Cacturne","Cacnea",FALSE,333,487,352,,"7/15/15","0/14/15","6/15/15",,8,24.5,50,,496,1498,2495,,"Sucker Punch, Trailblaze, Dark Pulse","Sucker Punch, Trailblaze, Dark Pulse","Sucker Punch, Trailblaze, Dark Pulse",,"331;332","332","331;332"
"332","Cacturne (Shadow)","Cacnea",TRUE,198,420,389,,"7/15/15","0/14/15","6/15/15",,8,24.5,50,,496,1498,2495,,"Sucker Punch, Trailblaze, Dark Pulse","Sucker Punch, Trailblaze, Dark Pulse","Sucker Punch, Trailblaze, Dark Pulse",,"331;332","332","331;332"
"333","Swablu","Swablu",FALSE,27,,,,"0/14/15",,,,25.5,,,,499,,,,"Astonish, Aerial Ace, Ice Beam",,,,"333;334","333;334","333"
"334","Altaria","Swablu",FALSE,53,136,279,561,"3/15/14","0/14/15","15/15/15","15/15/15",9.5,29,50,50,500,1498,2266,2266,"Dragon Breath, Sky Attack, Moonblast","Dragon Breath, Sky Attack, Moonblast","Dragon Breath, Sky Attack, Moonblast","Dragon Breath, Sky Attack, Moonblast[etm]","333;334","334","333;334"
"335","Zangoose","Zangoose",FALSE,426,290,312,440,"0/15/7","0/15/10","0/15/15","15/15/15",8,23.5,48,50,500,1494,2498,2733,"Shadow Claw, Close Combat, Night Slash","Shadow Claw, Close Combat, Night Slash","Shadow Claw, Close Combat, Night Slash","Shadow Claw, Close Combat, Night Slash","335","335","335"
"336","Seviper","Seviper",FALSE,363,518,509,,"0/15/14","0/15/12","15/15/15",,9,27,50,,500,1500,2380,,"Poison Jab, Poison Fang, Crunch","Poison Jab, Crunch, Poison Fang","Poison Jab, Crunch, Poison Fang",,"336","336","336"
"337","Lunatone","Lunatone",FALSE,,390,176,464,,"0/15/14","6/15/14","15/15/15",,24.5,49.5,50,,1494,2497,2631,,"Psywave, Rock Slide, Moonblast","Psywave, Rock Slide, Moonblast","Psywave, Rock Slide, Moonblast","337","337","337"
"338","Solrock","Solrock",FALSE,,414,247,482,,"0/15/14","6/15/14","15/15/15",,24.5,49.5,50,,1494,2497,2631,,"Psywave, Rock Slide, Psychic","Psywave, Rock Slide, Psychic","Psywave, Rock Slide, Psychic","338","338","338"
"339","Barboach","Barboach",FALSE,120,,,,"0/15/13",,,,25,,,,499,,,,"Mud Shot, Aqua Tail, Mud Bomb",,,,"339;340","339;340","339"
"339","Barboach (Shadow)","Barboach",TRUE,115,,,,"0/15/13",,,,25,,,,499,,,,"Mud Shot, Aqua Tail, Mud Bomb",,,,"339;340","339;340","339"
"34","Nidoking","Nidoran-m",FALSE,503,775,524,487,"0/14/14","0/14/15","0/14/14","15/15/15",7.5,22,44,50,500,1498,2486,2902,"Poison Jab, Megahorn, Earth Power","Double Kick, Sand Tomb, Earth Power","Double Kick, Sand Tomb, Earth Power","Poison Jab, Earth Power, Megahorn","32;33;34","34","32;33;34"
"34","Nidoking (Shadow)","Nidoran-m",TRUE,,699,447,499,,"0/14/15","0/14/14","15/15/15",,22,44,50,,1498,2486,2902,,"Double Kick, Sand Tomb, Earth Power","Double Kick, Sand Tomb, Earth Power","Poison Jab, Earth Power, Megahorn","32;33;34","34","32;33;34"
"340","Whiscash","Barboach",FALSE,144,64,134,469,"0/11/11","0/14/13","15/15/14","15/15/15",9.5,28,50,50,498,1490,2346,2346,"Mud Shot, Mud Bomb, Scald","Mud Shot, Mud Bomb, Scald","Mud Shot, Mud Bomb, Scald","Mud Shot, Mud Bomb, Scald","339;340","340","339;340"
"340","Whiscash (Shadow)","Barboach",TRUE,162,65,156,484,"0/11/11","0/14/13","15/15/14","15/15/15",9.5,28,50,50,498,1490,2346,2346,"Mud Shot, Mud Bomb, Scald","Mud Shot, Mud Bomb, Scald","Mud Shot, Mud Bomb, Scald","Mud Shot, Mud Bomb, Scald","339;340","340","339;340"
"341","Corphish","Corphish",FALSE,,885,,,,"15/15/15",,,,50,,,,1391,,,,"Bubble, Scald, Razor Shell",,,"341;342","341;342","341"
"341","Corphish (Shadow)","Corphish",TRUE,,838,,,,"15/15/15",,,,50,,,,1391,,,,"Bubble, Scald, Razor Shell",,,"341;342","341;342","341"
"342","Crawdaunt","Corphish",FALSE,468,543,423,395,"6/15/14","2/15/14","0/15/15","15/15/15",7.5,22.5,46,50,497,1497,2496,2797,"Snarl, Night Slash, Scald","Snarl, Night Slash, Scald","Snarl, Night Slash, Crabhammer","Snarl, Night Slash, Scald","341;342","342","341;342"
"342","Crawdaunt (Shadow)","Corphish",TRUE,,491,369,362,,"2/15/14","0/15/15","15/15/15",,22.5,46,50,,1497,2496,2797,,"Snarl, Night Slash, Scald","Snarl, Night Slash, Scald","Snarl, Night Slash, Scald","341;342","342","341;342"
"343","Baltoy","Baltoy",FALSE,392,,,,"0/12/14",,,,27,,,,497,,,,"Confusion, Dig, Psybeam",,,,"343;344","343;344","343"
"344","Claydol","Baltoy",FALSE,337,317,327,553,"0/13/11","0/14/15","15/15/14","15/15/15",10,29.5,50,50,495,1488,2229,2229,"Mud Slap, Scorching Sands, Ice Beam","Mud Slap, Ice Beam, Shadow Ball","Mud Slap, Scorching Sands, Ice Beam","Mud Slap, Scorching Sands, Ice Beam","343;344","344","343;344"
"345","Lileep","Lileep",FALSE,213,286,,,"0/15/14","15/15/15",,,15.5,50,,,500,1460,,,"Bullet Seed, Ancient Power, Grass Knot","Bullet Seed, Grass Knot, Ancient Power",,,"345;346","345;346","345"
"345","Lileep (Shadow)","Lileep",TRUE,248,327,,,"0/15/14","15/15/15",,,15.5,50,,,500,1460,,,"Bullet Seed, Ancient Power, Grass Knot","Bullet Seed, Grass Knot, Ancient Power",,,"345;346","345;346","345"
"346","Cradily","Lileep",FALSE,182,218,202,530,"0/6/13","0/15/15","15/15/15","15/15/15",9,26,50,50,499,1498,2499,2499,"Bullet Seed, Stone Edge, Rock Slide","Bullet Seed, Rock Slide, Grass Knot","Bullet Seed, Stone Edge, Grass Knot","Bullet Seed, Grass Knot, Stone Edge","345;346","346","345;346"
"346","Cradily (Shadow)","Lileep",TRUE,354,247,252,531,"0/6/13","0/15/15","15/15/15","15/15/15",9,26,50,50,499,1498,2499,2499,"Bullet Seed, Stone Edge, Rock Slide","Bullet Seed, Rock Slide, Grass Knot","Bullet Seed, Grass Knot, Stone Edge","Bullet Seed, Grass Knot, Stone Edge","345;346","346","345;346"
"347","Anorith","Anorith",FALSE,673,999,,,"0/14/14","0/15/15",,,12.5,45,,,499,1500,,,"Struggle Bug, Ancient Power, Cross Poison","Struggle Bug, Ancient Power, Cross Poison",,,"347;348","347;348","347"
"347","Anorith (Shadow)","Anorith",TRUE,637,1001,,,"0/14/14","0/15/15",,,12.5,45,,,499,1500,,,"Struggle Bug, Ancient Power, Cross Poison","Struggle Bug, Ancient Power, Cross Poison",,,"347;348","347;348","347"
"348","Armaldo","Anorith",FALSE,302,649,610,428,"0/7/8","0/9/15","2/15/15","15/15/15",7,20,35,50,498,1497,2495,3220,"Fury Cutter, Cross Poison, Rock Blast","Fury Cutter, Rock Blast, Liquidation","Fury Cutter, Rock Blast, Liquidation","Fury Cutter, Rock Blast, Cross Poison","347;348","348","347;348"
"348","Armaldo (Shadow)","Anorith",TRUE,,563,583,403,,"0/9/15","2/15/15","15/15/15",,20,35,50,,1497,2495,3220,,"Fury Cutter, Rock Blast, Liquidation","Fury Cutter, Rock Blast, Liquidation","Fury Cutter, Cross Poison, Rock Blast","347;348","348","347;348"
"35","Clefairy","Clefairy",FALSE,,1015,,,,"15/15/15",,,,50,,,,1306,,,,"Zen Headbutt, Disarming Voice, Swift",,,"35;36;173","35;36;173","173;35"
"350","Milotic","Feebas",FALSE,,464,233,183,,"0/15/11","0/13/15","15/15/15",,19,33,50,,1495,2493,3398,,"Dragon Tail, Surf, Blizzard","Dragon Tail, Surf, Blizzard","Dragon Tail, Surf, Blizzard","349;350","350","349;350"
"352","Kecleon","Kecleon",FALSE,309,367,528,574,"0/15/11","0/15/15","15/15/14","15/15/15",9.5,28,50,50,498,1495,2314,2314,"Sucker Punch, Aerial Ace, Ice Beam","Sucker Punch, Aerial Ace, Ice Beam","Sucker Punch, Aerial Ace, Foul Play","Sucker Punch, Foul Play, Ice Beam","352","352","352"
"354","Banette","Shuppet",FALSE,,778,394,,,"0/14/15","6/15/15",,,24.5,50,,,1500,2499,,,"Shadow Claw, Shadow Ball, Thunder","Shadow Claw, Shadow Ball, Thunder",,"353;354","354","353;354"
"354","Banette (Shadow)","Shuppet",TRUE,,881,485,,,"0/14/15","6/15/15",,,24.5,50,,,1500,2498,,,"Shadow Claw, Shadow Ball, Thunder","Shadow Claw, Shadow Ball, Thunder",,"353;354","354","353;354"
"356","Dusclops","Duskull",FALSE,,273,,,,"0/11/15",,,,45,,,,1498,,,,"Hex, Ice Punch, Poltergeist",,,"355;356;477","356;477","355;356"
"356","Dusclops (Shadow)","Duskull",TRUE,,434,,,,"0/11/15",,,,45,,,,1498,,,,"Hex, Ice Punch, Poltergeist",,,"355;356;477","356;477","355;356"
"357","Tropius","Tropius",FALSE,119,129,426,573,"1/14/14","0/15/15","15/15/14","15/15/15",10,30,50,50,499,1494,2194,2194,"Air Slash, Leaf Blade, Aerial Ace","Air Slash, Leaf Blade, Aerial Ace","Air Slash, Leaf Blade, Brutal Swing","Air Slash, Leaf Blade, Brutal Swing","357","357","357"
"358","Chimecho","Chimecho",FALSE,,686,421,560,,"0/14/12","11/15/15","15/15/15",,25.5,50,50,,1500,2495,2554,,"Astonish, Psyshock, Shadow Ball","Astonish, Psyshock, Shadow Ball","Astonish, Psyshock, Shadow Ball","358;433","358;433","433;358"
"359","Absol","Absol",FALSE,718,944,689,576,"0/15/14","0/15/15","0/15/14","15/15/15",7.5,22,44,50,498,1499,2491,2856,"Snarl, Dark Pulse, Megahorn","Snarl, Dark Pulse, Megahorn","Snarl, Dark Pulse, Megahorn","Snarl, Dark Pulse, Megahorn","359","359","359"
"359","Absol (Shadow)","Absol",TRUE,,929,644,547,,"0/15/15","0/15/14","15/15/15",,22,44,50,,1499,2491,2856,,"Snarl, Dark Pulse, Megahorn","Snarl, Dark Pulse, Megahorn","Snarl, Dark Pulse, Megahorn","359","359","359"
"36","Clefable","Clefairy",FALSE,,28,10,233,,"0/13/15","0/15/13","15/15/15",,23.5,49,50,,1499,2497,2755,,"Fairy Wind, Moonblast, Swift","Fairy Wind, Swift, Moonblast","Fairy Wind, Swift, Meteor Mash","35;36;173","36;173","173;35;36"
"362","Glalie","Snorunt",FALSE,,481,428,549,,"0/13/13","15/15/15","15/15/15",,27.5,50,50,,1498,2380,2380,,"Ice Shard, Avalanche, Shadow Ball","Ice Shard, Avalanche, Shadow Ball","Ice Shard, Avalanche, Shadow Ball","361;362","362","361;362"
"362","Glalie (Shadow)","Snorunt",TRUE,,525,502,558,,"0/13/13","15/15/15","15/15/15",,27.5,50,50,,1498,2380,2380,,"Ice Shard, Avalanche, Shadow Ball","Ice Shard, Avalanche, Shadow Ball","Ice Shard, Avalanche, Shadow Ball","361;362","362","361;362"
"364","Sealeo","Spheal",FALSE,,206,714,,,"0/15/14","15/15/15",,,38,50,,,1497,1938,,,"Powder Snow, Water Pulse, Body Slam","Powder Snow, Body Slam, Water Pulse",,"363;364;365","364;365","363;364"
"364","Sealeo (Shadow)","Spheal",TRUE,,121,701,,,"0/15/14","15/15/15",,,38,50,,,1497,1938,,,"Powder Snow, Water Pulse, Body Slam","Powder Snow, Body Slam, Water Pulse",,"363;364;365","364;365","363;364"
"365","Walrein","Spheal",FALSE,,44,57,155,,"0/12/15","0/15/15","15/15/15",,21,39.5,50,,1495,2500,3081,,"Powder Snow, Icicle Spear, Earthquake","Powder Snow, Icicle Spear, Earthquake","Powder Snow[etm], Icicle Spear[etm], Earthquake","363;364;365","365","363;364;365"
"365","Walrein (Shadow)","Spheal",TRUE,,60,44,154,,"0/12/15","0/15/15","15/15/15",,21,39.5,50,,1495,2500,3081,,"Powder Snow, Icicle Spear, Earthquake","Powder Snow, Icicle Spear, Earthquake","Powder Snow[etm], Icicle Spear[etm], Earthquake","363;364;365","365","363;364;365"
"366","Clamperl","Clamperl",FALSE,,753,,,,"15/15/14",,,,50,,,,1436,,,,"Water Gun, Body Slam, Water Pulse",,,"366;367","366;367","366"
"367","Huntail","Clamperl",FALSE,,544,459,496,,"1/15/15","5/15/14","15/15/15",,24,49.5,50,,1498,2500,2645,,"Water Gun, Aqua Tail, Crunch","Water Gun, Aqua Tail, Crunch","Water Gun, Aqua Tail, Crunch","366;367","367","366;367"
"368","Gorebyss","Gorebyss",FALSE,,961,705,612,,"0/15/15","0/15/12","15/15/15",,22.5,46.5,50,,1500,2494,2820,,"Water Gun, Water Pulse, Psychic","Water Gun, Water Pulse, Psychic","Water Gun, Water Pulse, Psychic","366;368","368","366;368"
"369","Relicanth","Relicanth",FALSE,,202,140,296,,"1/15/15","0/11/15","15/15/15",,22.5,47,50,,1498,2497,2858,,"Water Gun, Aqua Tail, Ancient Power","Water Gun, Aqua Tail, Ancient Power","Water Gun, Aqua Tail, Ancient Power","369","369","369"
"372","Shelgon","Bagon",FALSE,,506,593,,,"1/15/14","15/15/15",,,28,50,,,1493,2296,,,"Dragon Breath, Flamethrower, Twister","Dragon Breath, Flamethrower, Dragon Pulse",,"371;372;373","372;373","371;372"
"372","Shelgon (Shadow)","Bagon",TRUE,,584,624,,,"1/15/14","15/15/15",,,28,50,,,1493,2296,,,"Dragon Breath, Flamethrower, Dragon Pulse","Dragon Breath, Flamethrower, Dragon Pulse",,"371;372;373","372;373","371;372"
"373","Salamence","Bagon",FALSE,231,505,278,95,"12/15/15","0/10/14","1/15/14","15/15/15",5,15,24.5,50,498,1490,2500,4239,"Dragon Tail, Fly, Outrage","Dragon Tail, Fly, Outrage","Dragon Tail, Fly, Outrage","Dragon Tail, Fly, Outrage[etm]","371;372;373","373","371;372;373"
"373","Salamence (Shadow)","Bagon",TRUE,,470,299,93,,"0/10/14","1/15/14","15/15/15",,15,24.5,50,,1490,2500,4239,,"Dragon Tail, Fly, Outrage","Dragon Tail, Fly, Outrage","Dragon Tail, Fly, Outrage[etm]","371;372;373","373","371;372;373"
"375","Metang","Beldum",FALSE,,432,710,,,"0/13/15","15/15/14",,,38,50,,,1494,1946,,,"Metal Claw, Psyshock, Gyro Ball","Metal Claw, Psyshock, Gyro Ball",,"374;375;376","375;376","374;375"
"375","Metang (Shadow)","Beldum",TRUE,,423,721,,,"0/13/15","15/15/14",,,38,50,,,1494,1946,,,"Metal Claw, Psyshock, Gyro Ball","Metal Claw, Psyshock, Gyro Ball",,"374;375;376","375;376","374;375"
"376","Metagross","Beldum",FALSE,,879,514,66,,"2/15/15","0/15/13","15/15/15",,14.5,24.5,50,,1496,2493,4286,,"Bullet Punch, Meteor Mash, Psychic","Bullet Punch, Meteor Mash, Earthquake","Bullet Punch, Meteor Mash[etm], Earthquake","374;375;376","376","374;375;376"
"376","Metagross (Shadow)","Beldum",TRUE,,911,586,96,,"2/15/15","0/15/13","15/15/15",,14.5,24.5,50,,1496,2493,4286,,"Bullet Punch, Meteor Mash, Psychic","Bullet Punch, Meteor Mash, Psychic","Bullet Punch, Meteor Mash[etm], Earthquake","374;375;376","376","374;375;376"
"377","Regirock","Regirock",FALSE,,93,15,72,,"0/10/12","0/12/15","15/15/15",,18.5,31,50,,1497,2494,3530,,"Lock On, Stone Edge, Focus Blast","Lock On, Stone Edge, Focus Blast","Lock On, Stone Edge, Focus Blast","377","377","377"
"377","Regirock (Shadow)","Regirock",TRUE,,133,30,92,,"0/10/12","0/12/15","15/15/15",,18.5,31,50,,1500,2491,3530,,"Lock On, Stone Edge, Focus Blast","Lock On, Stone Edge, Focus Blast","Lock On, Stone Edge, Focus Blast","377","377","377"
"378","Regice","Regice",FALSE,,120,74,202,,"0/10/12","0/12/15","15/15/15",,18.5,31,50,,1497,2494,3530,,"Lock On, Blizzard, Thunder","Lock On, Thunder, Blizzard","Lock On, Thunder[etm], Earthquake","378","378","378"
"378","Regice (Shadow)","Regice",TRUE,,268,124,242,,"0/10/12","0/12/15","15/15/15",,18.5,31,50,,1500,2491,3530,,"Lock On, Blizzard, Thunder","Lock On, Thunder, Blizzard","Lock On, Thunder[etm], Earthquake","378","378","378"
"379","Registeel","Registeel",FALSE,,51,8,220,,"0/8/15","0/14/15","15/15/15",,24,50,50,,1499,2500,2766,,"Lock On, Focus Blast, Zap Cannon","Lock On, Focus Blast, Zap Cannon","Lock On, Focus Blast, Flash Cannon","379","379","379"
"379","Registeel (Shadow)","Registeel",TRUE,,182,67,295,,"0/8/15","2/13/15","15/15/15",,24,49,50,,1498,2494,2766,,"Lock On, Focus Blast, Zap Cannon","Lock On, Focus Blast, Zap Cannon","Lock On, Focus Blast, Flash Cannon","379","379","379"
"38","Ninetales","Vulpix",FALSE,,142,52,426,,"0/15/15","9/15/15","15/15/15",,25,50,50,,1494,2495,2577,,"Fire Spin, Weather Ball (Fire), Overheat","Fire Spin, Weather Ball (Fire), Overheat","Fire Spin, Weather Ball (Fire), Scorching Sands","37;38","38","37;38"
"38","Ninetales (Shadow)","Vulpix",TRUE,,167,81,388,,"0/15/15","9/15/15","15/15/15",,25,50,50,,1494,2495,2577,,"Fire Spin, Weather Ball (Fire), Overheat","Fire Spin, Weather Ball (Fire), Overheat","Fire Spin, Weather Ball (Fire), Scorching Sands","37;38","38","37;38"
"38&alola","Ninetales (Alolan)","Vulpix",FALSE,,127,106,273,,"0/14/12","7/15/15","15/15/15",,25,50,50,,1498,2500,2610,,"Powder Snow, Weather Ball (Ice), Dazzling Gleam","Powder Snow, Weather Ball (Ice), Dazzling Gleam","Powder Snow, Weather Ball (Ice), Psyshock","37&alola;38&alola","38&alola","37&alola;38&alola"
"38&alola","Ninetales (Alolan) (Shadow)","Vulpix",TRUE,,158,96,246,,"0/14/12","7/15/15","15/15/15",,25,50,50,,1498,2500,2610,,"Powder Snow, Weather Ball (Ice), Dazzling Gleam","Powder Snow, Weather Ball (Ice), Dazzling Gleam","Powder Snow, Weather Ball (Ice), Psyshock","37&alola;38&alola","38&alola","37&alola;38&alola"
"380","Latias","Latias",FALSE,,710,498,175,,"0/14/14","1/15/14","15/15/15",,16,26.5,50,,1499,2497,3968,,"Dragon Breath, Mist Ball, Thunder","Dragon Breath, Mist Ball, Thunder","Dragon Breath, Mist Ball[etm], Outrage","380","380","380"
"380","Latias (Shadow)","Latias",TRUE,,614,538,211,,"0/14/14","1/15/14","15/15/15",,16,26.5,50,,1496,2499,3968,,"Dragon Breath, Mist Ball, Thunder","Dragon Breath, Mist Ball, Thunder","Dragon Breath, Mist Ball[etm], Outrage","380","380","380"
"381","Latios","Latios",FALSE,,459,424,63,,"0/15/15","2/15/15","15/15/15",,14.5,24,50,,1497,2492,4310,,"Dragon Breath, Dragon Claw, Luster Purge","Dragon Breath, Dragon Claw, Luster Purge","Dragon Breath, Dragon Claw, Luster Purge[etm]","381","381","381"
"381","Latios (Shadow)","Latios",TRUE,,411,344,60,,"0/15/15","2/15/15","15/15/15",,14.5,24,50,,1495,2495,4310,,"Dragon Breath, Dragon Claw, Luster Purge","Dragon Breath, Dragon Claw, Luster Purge","Dragon Breath, Dragon Claw, Luster Purge[etm]","381","381","381"
"382","Kyogre","Kyogre",FALSE,,,612,54,,,"0/15/13","15/15/15",,,22.5,50,,,2500,4652,,,"Waterfall, Surf, Origin Pulse","Waterfall, Surf, Origin Pulse[etm]","382","382","382"
"382","Kyogre (Shadow)","Kyogre",TRUE,,766,636,74,,"0/15/13","0/15/13","15/15/15",,13.5,22.5,50,,1499,2497,4652,,"Waterfall, Surf, Origin Pulse","Waterfall, Surf, Origin Pulse","Waterfall, Surf, Origin Pulse[etm]","382","382","382"
"383","Groudon","Groudon",FALSE,,,417,24,,,"0/15/13","15/15/15",,,22.5,50,,,2500,4652,,,"Mud Shot, Precipice Blades, Fire Punch","Mud Shot, Fire Punch[etm], Precipice Blades[etm]","383","383","383"
"383","Groudon (Shadow)","Groudon",TRUE,,651,479,33,,"0/15/13","0/15/13","15/15/15",,13.5,22.5,50,,1499,2497,4652,,"Mud Shot, Precipice Blades, Fire Punch","Mud Shot, Precipice Blades, Fire Punch","Mud Shot, Precipice Blades[etm], Fire Punch[etm]","383","383","383"
"384","Rayquaza","Rayquaza",FALSE,,433,425,90,,"0/15/12","0/15/15","15/15/15",,14.5,24,50,,1496,2497,4336,,"Dragon Tail, Breaking Swipe, Dragon Ascent","Dragon Tail, Breaking Swipe, Dragon Ascent","Dragon Tail, Breaking Swipe[etm], Dragon Ascent[etm]","384","384","384"
"385","Jirachi","Jirachi",FALSE,,381,212,110,,"0/10/13","0/15/10","15/15/15",,17.5,29,50,,1498,2493,3691,,"Confusion, Doom Desire, Psychic","Confusion, Doom Desire, Dazzling Gleam","Confusion, Doom Desire, Psychic","385","385","385"
"386","Deoxys","Deoxys",FALSE,,,,619,,,,"15/15/15",,,,50,,,,3573,,,,"Charge Beam, Psycho Boost, Thunderbolt","386","386","386"
"386","Deoxys (Defense)","Deoxys",FALSE,,278,232,522,,"0/15/15","12/13/15","15/15/15",,25.5,49.5,50,,1491,2490,2570,,"Counter, Psycho Boost, Thunderbolt","Counter, Psycho Boost, Rock Slide","Counter, Psycho Boost, Rock Slide","386","386","386"
"386","Deoxys (Speed)","Deoxys",FALSE,,997,736,607,,"0/14/14","1/14/15","15/15/15",,19.5,34.5,50,,1499,2492,3255,,"Charge Beam, Psycho Boost, Swift","Charge Beam, Psycho Boost, Swift","Charge Beam, Psycho Boost, Swift","386","386","386"
"387","Turtwig","Turtwig",FALSE,564,958,,,"0/10/14","15/15/15",,,17,50,,,500,1342,,,"Tackle, Body Slam, Seed Bomb","Tackle, Body Slam, Seed Bomb",,,"387;388;389","387;388;389","387"
"387","Turtwig (Shadow)","Turtwig",TRUE,589,959,,,"0/10/14","15/15/15",,,17,50,,,500,1342,,,"Tackle, Body Slam, Seed Bomb","Tackle, Body Slam, Seed Bomb",,,"387;388;389","387;388;389","387"
"388","Grotle","Turtwig",FALSE,361,619,720,,"4/15/11","0/15/11","15/15/15",,10,31.5,50,,500,1497,2137,,"Razor Leaf, Body Slam, Energy Ball","Razor Leaf, Body Slam, Energy Ball","Razor Leaf, Body Slam, Energy Ball",,"387;388;389","388;389","387;388"
"388","Grotle (Shadow)","Turtwig",TRUE,241,519,716,,"4/15/11","0/15/11","15/15/15",,10,31.5,50,,500,1497,2137,,"Razor Leaf, Body Slam, Energy Ball","Razor Leaf, Body Slam, Energy Ball","Razor Leaf, Body Slam, Energy Ball",,"387;388;389","388;389","387;388"
"389","Torterra","Turtwig",FALSE,339,684,632,386,"4/15/14","0/11/13","0/15/15","15/15/15",6.5,19.5,34,50,498,1496,2493,3318,"Razor Leaf, Frenzy Plant, Stone Edge","Razor Leaf, Frenzy Plant, Stone Edge","Razor Leaf, Frenzy Plant, Stone Edge","Razor Leaf, Frenzy Plant[etm], Stone Edge","387;388;389","389","387;388;389"
"389","Torterra (Shadow)","Turtwig",TRUE,,573,609,352,,"0/11/13","0/15/15","15/15/15",,19.5,34,50,,1496,2493,3318,,"Razor Leaf, Frenzy Plant, Stone Edge","Razor Leaf, Frenzy Plant, Stone Edge","Razor Leaf, Frenzy Plant[etm], Stone Edge","387;388;389","389","387;388;389"
"39","Jigglypuff","Jigglypuff",FALSE,155,,,,"0/14/15",,,,29,,,,499,,,,"Feint Attack, Swift, Disarming Voice",,,,"39;40;174","39;40;174","174;39"
"391","Monferno","Chimchar",FALSE,,878,,,,"0/15/14",,,,43.5,,,,1498,,,,"Ember, Flamethrower, Low Sweep",,,"390;391;392","391;392","390;391"
"391","Monferno (Shadow)","Chimchar",TRUE,,862,,,,"0/15/14",,,,43.5,,,,1498,,,,"Ember, Flamethrower, Low Sweep",,,"390;391;392","391;392","390;391"
"392","Infernape","Chimchar",FALSE,,670,320,337,,"0/13/15","1/15/14","15/15/15",,21,39.5,50,,1491,2500,3033,,"Fire Spin, Close Combat, Blast Burn","Fire Spin, Close Combat, Blast Burn","Fire Spin, Close Combat, Blast Burn[etm]","390;391;392","392","390;391;392"
